device_time_stamp,system_time_stamp,left_gaze_point_on_display_area_x,left_gaze_point_on_display_area_y,left_gaze_point_in_user_coordinate_system_x,left_gaze_point_in_user_coordinate_system_y,left_gaze_point_in_user_coordinate_system_z,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system_x,left_gaze_origin_in_user_coordinate_system_y,left_gaze_origin_in_user_coordinate_system_z,left_gaze_origin_in_trackbox_coordinate_system_x,left_gaze_origin_in_trackbox_coordinate_system_y,left_gaze_origin_in_trackbox_coordinate_system_z,left_gaze_origin_validity,right_gaze_point_on_display_area_x,right_gaze_point_on_display_area_y,right_gaze_point_in_user_coordinate_system_x,right_gaze_point_in_user_coordinate_system_y,right_gaze_point_in_user_coordinate_system_z,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system_x,right_gaze_origin_in_user_coordinate_system_y,right_gaze_origin_in_user_coordinate_system_z,right_gaze_origin_in_trackbox_coordinate_system_x,right_gaze_origin_in_trackbox_coordinate_system_y,right_gaze_origin_in_trackbox_coordinate_system_z,right_gaze_origin_validity
6990746052,648210629313,0.0964723080396652,0.2240481525659561,-222.7473297119141,246.0673065185547,82.7240982055664,1,4.2047119140625,1,-14.426824569702148,-97.70211791992188,564.3726196289062,0.5338168144226074,0.7303041815757751,0.3458975851535797,1,0.0803199931979179,0.1924762576818466,-231.66339111328125,255.27915954589844,86.07698059082031,1,4.124313354492188,1,52.57257080078125,-98.7733154296875,562.2894287109375,0.3752726912498474,0.7336950898170471,0.3466289043426513,1
6990762559,648210645819,0.1023933663964271,0.2180534154176712,-219.47885131835932,247.8163909912109,83.3607177734375,1,4.2103271484375,1,-14.703822135925291,-97.83868408203124,564.8792724609375,0.5344392657279968,0.7304193377494812,0.3469563126564026,1,0.0817614570260047,0.1905708611011505,-230.8676605224609,255.8350524902344,86.2793197631836,1,4.1170501708984375,1,52.39321899414063,-98.8431167602539,562.8007202148438,0.3758101463317871,0.7336477041244507,0.3476230502128601,1
6990779484,648210662744,0.0996508225798606,0.2059497833251953,-220.99273681640625,251.347900390625,84.64611053466797,1,4.215911865234375,1,-15.12405014038086,-98.04877471923828,565.6165161132812,0.535383403301239,0.7306132912635803,0.3485021889209747,1,0.0800782665610313,0.1855096966028213,-231.7967834472656,257.3117980957031,86.81682586669922,1,4.1182861328125,1,52.05258941650391,-98.98160552978516,563.663330078125,0.3768045604228973,0.7336169481277466,0.3493008911609649,1
6990795977,648210679236,0.0895972251892089,0.2150574624538421,-226.54232788085932,248.6905059814453,83.67888641357422,1,4.183746337890625,1,-15.588460922241213,-98.2410659790039,566.345703125,0.5364294648170471,0.7307682633399963,0.3500291705131531,1,0.082126960158348,0.1809930503368377,-230.6659393310547,258.62969970703125,87.29646301269531,1,4.1246185302734375,1,51.73064804077149,-99.0950927734375,564.3721313476562,0.3777186572551727,0.7335910797119141,0.3506724834442138,1
6990812428,648210695686,0.0947660133242607,0.2109416872262954,-223.6891632080078,249.89138793945312,84.1159896850586,1,4.190109252929688,1,-15.865443229675291,-98.40850830078124,566.9588012695312,0.5370404124259949,0.7309116721153259,0.351309210062027,1,0.0840361192822456,0.1793472319841385,-229.61209106445312,259.10986328125,87.47125244140625,1,4.125946044921875,1,51.56186294555664,-99.18560028076172,564.9664306640625,0.3782448768615722,0.7335584163665771,0.3518393635749817,1
6990829496,648210712754,0.0857060998678207,0.1844217330217361,-228.69024658203125,257.6292724609375,86.93234252929688,1,4.2214202880859375,1,-16.238237380981445,-98.6695327758789,567.8961181640625,0.5378530621528625,0.7311423420906067,0.3532656133174896,1,0.083194799721241,0.1732277274131775,-230.0764923095703,260.8953552246094,88.1211166381836,1,4.128707885742188,1,51.28144836425781,-99.35661315917967,566.049560546875,0.3791370987892151,0.7335134148597717,0.353973388671875,1
6990845897,648210729154,0.0899727642536163,0.2009815275669098,-226.3350524902344,252.79751586914065,85.17374420166016,1,4.225357055664063,1,-16.606441497802734,-98.84335327148438,568.615966796875,0.5386672019958496,0.7312564253807068,0.354763925075531,1,0.0811313986778259,0.1766324490308761,-231.2154541015625,259.9019775390625,87.75951385498047,1,4.160568237304688,1,51.06598663330078,-99.47130584716795,566.7172241210938,0.3797855079174042,0.733507513999939,0.3552846610546112,1
6990862297,648210745553,0.0895876586437225,0.1984453648328781,-226.5476226806641,253.5375061035156,85.44308471679688,1,4.2333831787109375,1,-16.7830753326416,-98.92181396484376,568.9124755859375,0.5390602946281433,0.7313194274902344,0.355384886264801,1,0.0868213102221489,0.1772485226392746,-228.0746459960937,259.72222900390625,87.69410705566406,1,4.1628265380859375,1,50.94339370727539,-99.51050567626952,566.9986572265625,0.3801330029964447,0.733483612537384,0.3558287322521209,1
6990879315,648210762570,0.0813308507204055,0.1890399903059005,-231.1053771972656,256.28173828125,86.44187927246094,1,4.2409515380859375,1,-16.995403289794922,-99.03881072998048,569.3965454101562,0.5395235419273376,0.7313962578773499,0.3563908636569977,1,0.0803586840629577,0.1782523393630981,-231.6420288085937,259.4293212890625,87.5875473022461,1,4.1638031005859375,1,50.780906677246094,-99.57591247558594,567.5576782226562,0.380632072687149,0.7334069013595581,0.3569196760654449,1
6990895817,648210779072,0.0828405618667602,0.1878639459609985,-230.27200317382807,256.6249084472656,86.56676483154297,1,4.256988525390625,1,-17.156898498535156,-99.12081909179688,569.8942260742188,0.5398661494255066,0.7313855886459351,0.3574087023735046,1,0.0774387344717979,0.1809821873903274,-233.2538299560547,258.6328125,87.29763793945312,1,4.174331665039063,1,50.70846176147461,-99.62700653076172,567.99658203125,0.3808939754962921,0.7333461046218872,0.3577857613563537,1
